Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
7706,13452470,"Kamil Romiński","2025-03-06 20:53:43",0.77511,1,kamilromiski
7707,13452551,"Jake Ebersole","2025-03-06 22:01:02",0.77511,3,jakeebersole
7708,13452605,"Jack Zang","2025-03-07 03:18:11",0.77511,2,jackzang
7709,13452732,"Nyanoor Dak","2025-03-06 21:56:18",0.77511,1,nyanoordak
7710,13452778,pxyzy11,"2025-03-06 22:09:38",0.77511,1,pxyzy11
7711,13452806,"magali cb","2025-03-06 22:16:32",0.77511,1,magalicb
7712,13452963,"Joey Clarke","2025-03-06 23:26:14",0.77511,2,joeyclarke
7713,13453045,"Hasan Ismayilov","2025-03-07 14:46:54",0.77511,3,gnkanalytics
7714,13453049,RichH3ss,"2025-03-06 23:35:27",0.77511,1,richh3ss
7715,13453088,"Becky Hodge","2025-03-09 21:38:25",0.77511,2,beckyhodge
7716,13453111,Lorn,"2025-03-07 16:51:38",0.77511,10,lornmiller
7717,13453172,"Charles Givant","2025-03-07 00:59:44",0.77511,2,charlesgivant
7718,13453184,"Ty Wasserman","2025-03-07 01:56:37",0.77511,2,tywasserman
7719,12398772,"changhee oh","2025-03-07 01:06:12",0.77511,1,changheeoh
7720,13453281,kim_gwang,"2025-03-07 07:21:11",0.77511,6,kimgwang
7721,13453282,Lejuhyun,"2025-03-07 06:46:36",0.77511,6,lejuhyun
7722,13453283,kimjuseong,"2025-03-07 01:06:14",0.77511,1,darkmonke1234
7723,13453284,kwonkinam,"2025-03-07 07:30:08",0.77511,2,kwonkinamdfdf
7724,13453285,oOo0o0oo0,"2025-03-07 01:06:14",0.77511,1,ooo0o0oo0
7725,13453287,wnshite,"2025-03-07 01:06:15",0.77511,1,wnshite
7726,13453289,"park sori","2025-03-14 08:17:32",0.77511,11,soundpark
7727,13453291,hadyyy325,"2025-03-07 07:12:03",0.77511,6,hadyyy325
7728,13453293,"김윤식 (rladbstlr87)","2025-03-12 04:24:23",0.77511,3,rladbstlr87
7729,13453383,"Hamed Hadayeghi","2025-03-07 01:32:43",0.77511,1,hamedhadayeghi
7730,13453510,"Nanda joe","2025-03-07 02:05:04",0.77511,1,nandajoe
7731,10210967,jmsimon627,"2025-03-07 02:29:11",0.77511,1,jmsimon627
7732,13453658,xianyunqingzhu,"2025-03-07 02:46:19",0.77511,1,xianyunqingzhu
7733,13453659,"Alison Ching","2025-03-07 02:48:15",0.77511,1,alisonching
7734,13453729,"Jared Martin","2025-03-07 03:07:42",0.77511,1,captforest
7735,13453746,A.Ansari,"2025-03-07 03:12:25",0.77511,1,a0ansari
7736,13453768,"Hedy Lee","2025-03-07 03:19:06",0.77511,1,hedylee
7737,13453790,longcoding,"2025-03-07 03:23:57",0.77511,1,longcoding
7738,13453837,IMU_North_Glory,"2025-03-07 03:33:46",0.77511,1,imucsnorthglory
7739,13453846,"elma elma","2025-03-07 03:35:52",0.77511,1,elmaelma768
7740,13124562,"Vini shelke","2025-03-07 03:59:04",0.77511,5,vinishelke
7741,13453860,"Ivy Chu Zi Yi","2025-03-07 04:30:39",0.77511,3,ivychuziyi
7742,13453814,Lampl1ghter,"2025-03-07 04:14:32",0.77511,3,lampl1ghter
7743,13454101,"Janne Tuukkanen","2025-03-07 07:23:41",0.77511,2,jannetuukkanen
7744,13454137,srs_370,"2025-03-07 04:42:54",0.77511,1,srs370
7745,13454164,Henry_Tang_03,"2025-03-07 04:51:07",0.77511,1,henrytang03
7746,13454247,JHCSCS,"2025-03-07 05:13:57",0.77511,1,jhcscs
7747,13454290,Bota,"2025-03-07 05:25:32",0.77511,1,akbotaaldungarova
7748,13454328,"Ritesh Mohapatra","2025-03-07 05:35:42",0.77511,1,riteshmohapatra2022
7749,12546856,"ABHISHEK KUMAR MISHRA","2025-03-07 05:51:08",0.77511,1,arvbrahman
7750,13454494,CoCo_Japan_pan,"2025-03-07 06:14:28",0.77511,1,cocojapanpan
7751,13454556,sanskarughade,"2025-03-07 06:22:38",0.77511,1,sanskarughade
7752,13453765,dsvit100,"2025-03-07 06:38:56",0.77511,7,dsvit100
7753,13454735,Yutaggle,"2025-03-07 13:53:41",0.77511,3,yutaggle
7754,13454648,Adventure11,"2025-03-07 07:19:20",0.77511,5,adventure11
7755,13454771,suhyeonSuPark,"2025-03-07 07:23:21",0.77511,2,suhyeonsupark
7756,13454800,"Donald Wey","2025-03-07 07:15:03",0.77511,1,donaldwey
7757,13454910,QingheQinghe,"2025-03-07 07:39:43",0.77511,1,qingheqinghe
7758,13454986,"Артём Галимов","2025-03-07 07:58:40",0.77511,1,kenichiegoist
7759,13455149,"Abdou Khalil","2025-03-18 18:27:57",0.77511,4,abdoukhalil
7760,13455151,"Mohd Hafiz Zabba","2025-03-07 08:28:52",0.77511,1,nzmksk
7761,13455156,"Benaya Adi","2025-03-07 08:30:45",0.77511,1,jezzenkarima
7762,13455167,"Chanithi Rasnakawewa","2025-03-07 09:12:55",0.77511,2,chanithirasnakawewa
7763,13455180,"Tomoe Kabahiko","2025-03-07 08:35:20",0.77511,1,tomoekabahiko
7764,13455201,"Haruka Ishiga","2025-03-07 08:39:20",0.77511,1,harukaishiga
7765,1427841,AirVetra,"2025-03-07 20:17:45",0.77511,6,airvetra
7766,13455353,HariH42,"2025-03-07 11:11:13",0.77511,2,harih42
7767,13455393,"Ondřej Cach","2025-03-07 09:18:09",0.77511,1,ondrca
7768,13455447,Holdon,"2025-03-07 09:39:05",0.77511,2,caihaod
7769,13455515,"Jerry Lingj","2025-03-08 07:54:49",0.77511,2,jerrylinguoj
7770,11046207,ycuper,"2025-03-07 09:47:09",0.77511,1,ycuper
7771,13455575,"Soichiro Oki","2025-03-07 09:58:17",0.77511,1,soichirooki
7772,13455685,"Enes Gozukara","2025-03-07 10:22:26",0.77511,1,enesgozukara
7773,13455692,maomao2266,"2025-03-07 10:23:48",0.77511,1,maomao2266
7774,13455721,Chiimo,"2025-03-07 10:29:41",0.77511,1,chiimo
7775,13455845,"jia yan","2025-03-07 10:59:38",0.77511,1,drjiayan
7776,13455917,"David Hanel","2025-03-07 11:20:32",0.77511,1,davidhanel
7777,13455919,"Tommaso Facchin","2025-03-07 11:21:30",0.77511,1,tommasofacchin
7778,13455944,"Mohammad Anas #4","2025-03-07 11:29:00",0.77511,1,mohammadanas27
7779,13455922,"QUÂN NGUYỄN HOÀNG","2025-03-07 12:33:22",0.77511,3,quan0207
7780,13456101,AlainTecnalia,"2025-03-07 12:07:46",0.77511,1,alaintecnalia
7781,13456141,"Tomasz Kubczyk","2025-03-07 12:20:01",0.77511,1,tomaszkubczyk
7782,13456326,LY02,"2025-03-07 13:08:47",0.77511,1,lanyan0202
7783,13453782,"lemon phoenix","2025-03-07 13:12:02",0.77511,4,lemonphoenix
7784,13456386,"Eric Dreksler","2025-03-07 13:22:47",0.77511,1,ericdreksler
7785,13456398,"Marko Prytula","2025-03-07 13:24:42",0.77511,1,markoprytula
7786,13456528,"Ayman #2","2025-03-07 13:50:55",0.77511,1,yournornalo
7787,13456557,"Kiruthees G","2025-03-07 14:00:15",0.77511,2,kirutheesg
7788,13456775,"Milad Nikbakht","2025-03-07 14:47:19",0.77511,1,miladnikbakht
7789,13383258,"Alaiar Egemnazarov","2025-03-07 14:51:39",0.77511,4,alaiaregemnazarov
7790,13456863,"Hyuk E","2025-03-25 07:55:41",0.77511,10,jh92yacha
7791,13405603,zhenyangzhang,"2025-03-07 15:48:51",0.77511,11,zhangzykaggle
7792,13456951,"Marcos Saucedo","2025-03-07 15:29:39",0.77511,1,marcossaucedo
7793,13456952,"Michele Tranquilli","2025-03-07 15:30:12",0.77511,1,tranqsie
7794,13457066,"Blooming Lee","2025-03-07 15:57:52",0.77511,2,bloominglee
7795,13457202,douwei1030,"2025-03-07 16:24:33",0.77511,1,douwei1030
7796,13457453,"Tufan Kundu","2025-03-07 17:24:15",0.77511,1,tufankundu
7797,13457469,Missaaa15,"2025-03-07 17:25:33",0.77511,1,missaaa15
7798,13457472,Anthony700,"2025-03-07 17:25:42",0.77511,1,anthony701
7799,13457529,silmeridian,"2025-03-07 17:43:52",0.77511,1,silmeridian
7800,13457581,"Krishma T","2025-03-07 17:55:09",0.77511,1,krishmat
7801,13425991,"Bektur Nazaraliev","2025-03-07 18:03:50",0.77511,2,bekturnazaraliev
7802,13457664,"Bernhard Albach","2025-03-07 18:20:48",0.77511,1,bernhardalbach
7803,13457755,"Mauricio Mazuera","2025-03-07 18:48:08",0.77511,1,mauriciomazuera
7804,13457862,"Daniel Vidales","2025-03-28 15:27:42",0.77511,10,danielvidales
7805,13457879,"Nae Ubel","2025-03-07 19:34:35",0.77511,1,naeubel
7806,13457895,Beghini26,"2025-03-07 19:38:33",0.77511,1,beghini26
7807,13457991,"Joy Opollo","2025-03-07 20:11:18",0.77511,1,joyopollo
7808,13457992,"Veerle van der Gracht","2025-03-07 20:11:44",0.77511,1,veerlevandergracht
7809,13458049,"Eduardo Paim","2025-03-07 20:35:34",0.77511,1,eduardopaim25
7810,13458124,"Simon Walerus","2025-03-07 21:24:07",0.77511,3,simonwalerus
7811,13458147,A1EX1~1,"2025-03-07 21:18:29",0.77511,1,a1ex11
7812,13458299,"Anjali Patel","2025-03-07 22:22:52",0.77511,1,anjalipatel21
7813,13458529,"Minkyu #2","2025-03-08 00:04:38",0.77511,1,shinmg33
7814,13381041,"João Paulo Oliveira","2025-03-08 02:04:58",0.77511,4,joaopob
7815,13458633,Golden9,"2025-03-09 01:06:50",0.77511,4,golden9
7816,13458635,krisnovml,"2025-03-08 00:58:04",0.77511,1,kristinannainggolan
7817,13458793,crustacean_cheapskate,"2025-03-08 02:26:10",0.77511,1,crustaceancheapskate
7818,13458887,"Adithi Sreenath","2025-03-08 03:39:12",0.77511,2,occultacademy
7819,13458980,"Jeanette Qi","2025-03-08 03:38:28",0.77511,1,jeanetteqi
7820,13458981,"Janane Sivakumar","2025-03-08 03:38:28",0.77511,1,jananesivakumar21
7821,13459026,lexiangli12345,"2025-03-08 03:56:51",0.77511,2,lexiangli12345
7822,13454453,rlcolbert,"2025-03-08 03:58:52",0.77511,1,rlcolbert
7823,13459185,"Fikri Muhammad Fadhilah","2025-03-13 18:54:26",0.77511,6,fikrifadhilah28
7824,13459218,"Devi Maulani","2025-03-08 04:57:29",0.77511,1,devimaulani
7825,13459222,"Nurahma Rahayu","2025-03-08 04:57:43",0.77511,1,nurahmarahayu
7826,13459266,"Excell Aja","2025-03-08 05:17:31",0.77511,2,excellaja
7827,13459269,"Annisa Reida K","2025-03-08 05:18:35",0.77511,1,adier00w
7828,13459257,"Hana Zahirah Syifa","2025-03-08 05:21:02",0.77511,1,hanaachip
7829,13459365,Clinton267,"2025-03-08 05:49:35",0.77511,1,clinton267
7830,13459435,Harshyadav0931,"2025-03-08 06:07:47",0.77511,1,harshyadav0931
7831,13459443,"Rani Sahu","2025-03-08 06:09:34",0.77511,1,ranisahu95590
7832,13459448,"Piyush Mishra #2","2025-03-08 06:10:24",0.77511,1,piyushmishra89
7833,13459454,"Deepanshu Gupta #2","2025-03-08 06:11:37",0.77511,1,deepanshu892099
7834,13459463,"Himanshu Kasaudhan","2025-03-08 06:12:07",0.77511,1,himanshukasaudhan
7835,13459464,"MohdFardeen Salmani","2025-03-08 06:12:20",0.77511,1,mohdfardeensalmani
7836,13459465,"Sakshi Sajwan","2025-03-08 06:12:51",0.77511,1,sakshisajwan
7837,13459467,"Vipul Paswan","2025-03-08 06:13:32",0.77511,1,vipulpaswan
7838,13459473,nama,"2025-03-08 06:15:10",0.77511,2,rafliprasetyo
7839,13459475,"Sameer Johri","2025-03-08 06:14:53",0.77511,1,sameerjohri8
7840,13459482,"Rakhi bhati","2025-03-08 06:16:46",0.77511,1,rakhibhati
7841,13459551,Tanishkakumari01,"2025-03-08 06:33:28",0.77511,1,tanishkakumari01
7842,13459599,"Mridul Mayank Tripathi","2025-03-08 06:47:56",0.77511,1,mridulmayanktripathi
7843,13459603,"Shreya Lakhmani","2025-03-08 06:49:06",0.77511,1,shreyalakhmani
7844,13459609,"Anshika Gupta #5","2025-03-08 06:50:04",0.77511,1,alsoanshika
7845,13459681,"Kaito Callan","2025-03-08 07:07:26",0.77511,1,kaitocallan
7846,13459869,Ukuma012,"2025-03-08 07:56:04",0.77511,1,ukuma012
7847,13460025,ZKXiang,"2025-03-08 08:34:22",0.77511,1,zkxiang
7848,13460049,AniketWorkssss,"2025-03-08 08:43:03",0.77511,1,aniketworkssss
7849,13460068,"kemal sayar","2025-03-08 08:47:55",0.77511,1,kemalsayar
7850,13460087,"dukyoung kim","2025-03-08 08:53:10",0.77511,1,dukyoungkim
7851,13460454,rakesh_solanki423,"2025-03-08 10:18:06",0.77511,1,rakeshsolanki423
7852,13460468,Larry214,"2025-03-08 10:21:45",0.77511,1,larry214
7853,13460685,PaulCO'Neill,"2025-03-08 11:28:58",0.77511,1,paulconeill
7854,13460730,"Lai Zhiwei","2025-03-08 11:44:19",0.77511,1,laizhiwei
7855,10245569,"Wassim Bannout","2025-03-08 12:36:00",0.77511,1,icylava
7856,13461395,"Yuhui Che","2025-03-08 13:18:08",0.77511,1,yuhuiche
7857,13461637,edayukaggle,"2025-03-08 13:45:49",0.77511,1,edayukaggle
7858,13461713,"KKexin Wang","2025-03-08 13:56:37",0.77511,1,kkexinwang
7859,13461723,"Mridul Narain","2025-03-08 13:58:32",0.77511,1,mridulnarain
7860,13462015,"Jean Bultingaire","2025-03-08 14:46:45",0.77511,1,jeanbultingaire
7861,13462116,"Promit Purkayastha","2025-03-08 15:06:24",0.77511,1,promitpurkayastha
7862,13462135,"Ван Нан","2025-03-10 17:52:54",0.77511,3,happybirthdaytima
7863,13454696,"Saha Anik","2025-03-08 15:12:39",0.77511,4,sahaanik
7864,13462159,LyD1us,"2025-03-08 19:22:26",0.77511,6,lyd1us
7865,13462189,zosbor,"2025-03-08 15:22:36",0.77511,1,zosbor
7866,13458063,"Olena Belozerova","2025-03-08 15:50:40",0.77511,4,olenabelozerova
7867,13462358,"Abinaya Sri J","2025-03-08 18:04:25",0.77511,2,abinayasri06
7868,13462421,"aey bkk","2025-03-08 16:11:12",0.77511,1,aeybkk
7869,13462438,"Eglė Sabaliauskaitė","2025-03-08 16:16:23",0.77511,1,esabaliauskaite
7870,13462538,"Ido Wigman","2025-03-08 16:44:47",0.77511,1,idowigman
7871,13462668,"Sevak Kumar","2025-03-08 17:18:52",0.77511,1,georgian3330
7872,13462690,Nomatter98,"2025-03-08 17:24:55",0.77511,1,nomatter98
7873,13462709,"Redley Yang","2025-03-08 17:28:55",0.77511,1,redleyyang
7874,6308937,"Ivan Eleskin","2025-03-08 18:00:29",0.77511,8,ivaneleskin
7875,13462862,"Kit Tam #2","2025-03-08 17:57:40",0.77511,1,fionatam
7876,13462885,"alish Palish","2025-03-08 17:59:53",0.77511,1,alishpalish
7877,13066355,"Sebastian Wandzel","2025-03-08 18:21:37",0.77511,1,polinez
7878,13463053,"Abishek kumar Tyagi","2025-03-08 18:59:44",0.77511,1,abishektyagi01
7879,13463067,ilyadash,"2025-03-08 19:03:39",0.77511,1,ilyadash
7880,13463119,"Sunil Shirwal","2025-03-08 19:24:14",0.77511,1,sunilshirwal
7881,13463149,"Matiss Rubulis","2025-03-08 19:35:03",0.77511,1,matissrubulis
7882,13463211,jonachu13,"2025-03-08 20:00:42",0.77511,1,jonachu13
7883,13463214,ai-qeen,"2025-03-08 20:01:27",0.77511,1,aiqeen
7884,13404327,"Hein Burgmans","2025-03-08 20:55:40",0.77511,2,hburgmans
7885,13463367,"SAMIR CHAVEZ CACERES","2025-03-08 22:54:15",0.77511,2,samirchavezcaceres
7886,13463399,"Gourguene Vantsyan","2025-03-08 21:14:57",0.77511,1,gourguenevantsyan
7887,13463402,CristianMazuera,"2025-03-08 21:19:08",0.77511,1,cristianmazuera
7888,13463475,"Thomas Schmitt #2","2025-03-08 21:50:32",0.77511,1,thomasschmittdfw214
7889,12498635,letriandrew,"2025-03-08 21:56:32",0.77511,1,letriandrew
7890,13463579,"Songhao Gao","2025-03-08 22:50:49",0.77511,3,songhaogao02
7891,13463632,"Abdurrahman Jamil","2025-03-08 23:12:07",0.77511,2,abdurrahmanjamil
7892,13463724,"Andrei Mitroi","2025-03-09 00:01:40",0.77511,1,andreim42
7893,13463743,zelnite53,"2025-03-09 00:17:16",0.77511,1,zelnite53
7894,13416555,"Nurislam Magau","2025-03-09 00:48:45",0.77511,4,saveasperfect
7895,13463852,"Joaquin Droguett","2025-03-09 01:13:20",0.77511,1,joaquindroguett
7896,13463957,Youngyyy1,"2025-03-09 01:56:31",0.77511,1,youngyyy1
7897,13464171,tsedor,"2025-03-09 03:20:47",0.77511,1,tsedor
7898,13464219,JohnsonCS,"2025-03-09 03:37:03",0.77511,1,johnsoncs
7899,13464252,"Faiz Umar 02","2025-03-09 03:51:58",0.77511,1,faizumar02
7900,13464309,"I Gusti Bagus Budi Arsana","2025-03-09 04:23:39",0.77511,1,budiarsana
7901,13464316,Jiaying040508,"2025-03-09 04:25:14",0.77511,1,jiaying040508
7902,13464436,"Priya Choudhary","2025-03-09 05:04:36",0.77511,1,priyachoudhary07
7903,13464606,thestatup,"2025-03-09 06:00:32",0.77511,1,thestatup
7904,13464753,"Simon Wilson","2025-03-09 06:41:28",0.77511,1,simonwilsonau
7905,13464810,"Candy Zhang_zzr","2025-03-09 07:13:00",0.77511,2,candyzhangzzr
7906,13464941,"Christian Matheisl1","2025-03-10 07:36:42",0.77511,2,christianmatheisl1
7907,13464988,Ran_21050,"2025-03-09 07:45:24",0.77511,1,ran21050
7908,13464990,CorvoAttanoo,"2025-03-09 07:46:00",0.77511,1,corvoattanoo
7909,12673871,"Koji Yamate","2025-03-09 08:32:54",0.77511,1,kojiyamate
7910,13465175,"Khairi Afiq","2025-03-09 08:33:26",0.77511,1,khairiafiq
7911,13163597,Joel_VV,"2025-03-09 09:05:59",0.77511,1,joelvv
7912,4872225,Rachit_Kumar016,"2025-03-09 09:29:05",0.77511,1,rachitkumar016
7913,12331549,"Ali Syauqi Bilfaqih","2025-03-09 09:35:47",0.77511,1,alisyauqibilfaqih
7914,13465554,Detain,"2025-03-09 10:00:56",0.77511,1,detain
7915,13465582,"Jennifer Yeung","2025-03-09 10:08:57",0.77511,1,aatraea
7916,13465647,"Go Dec Ljp","2025-03-09 10:26:14",0.77511,1,godecljp
7917,13465663,stardust.chen,"2025-03-09 10:31:15",0.77511,2,stardustchen
7918,13465676,Markkkyyyy,"2025-03-09 10:33:45",0.77511,1,markkkyyyy
7919,13465717,cywus98213,"2025-03-10 11:28:40",0.77511,2,cywus98213
7920,2141484,gllodra12,"2025-03-09 11:05:41",0.77511,1,gllodra12
7921,13465786,summerbhqm,"2025-03-09 11:16:16",0.77511,1,summerbhqm
7922,13465798,"Preetha Prakash","2025-03-09 11:18:22",0.77511,1,preethaprakash
7923,13465950,"Rayheaven Zhao","2025-03-09 11:57:47",0.77511,1,rayheavenzhao
7924,13465985,Nahoink,"2025-03-09 12:06:53",0.77511,1,nahoink
7925,13466138,"Calmon Navarro","2025-03-09 12:42:58",0.77511,1,calmonnavarro
7926,13466147,Michael6783746,"2025-03-09 12:44:06",0.77511,1,michael6783746
7927,13466164,karankanchan,"2025-03-09 12:47:21",0.77511,1,karank21
7928,13466229,manrajrrs,"2025-03-09 13:05:53",0.77511,1,toaugustustoo
7929,13466237,"ryuichi uemura","2025-03-09 13:39:07",0.77511,3,ryuichiuemura
7930,13466259,Brady04,"2025-03-09 13:09:33",0.77511,1,brady04
7931,13466272,ChitranjanWork,"2025-03-09 13:12:55",0.77511,2,chitranjanwork
7932,13466313,Qpouter,"2025-03-09 13:22:37",0.77511,1,qpouter
7933,13465595,TaoYicheng,"2025-03-09 15:42:28",0.77511,10,taoyicheng
7934,13432356,佐藤大介,"2025-03-09 13:31:40",0.77511,4,edfvbnjklhg
7935,13466356,ifif_if,"2025-03-09 13:32:12",0.77511,1,ifif7if
7936,13466425,"Jordan Lococo","2025-03-09 13:44:58",0.77511,1,jordanlococo
7937,13466647,"Nicholas Ho Yun Hee","2025-03-09 14:46:06",0.77511,1,nicholashoyunhee
7938,13466773,"Ann Pasyuga","2025-03-09 15:16:22",0.77511,1,annpasyuga
7939,13466798,"Shane hu","2025-03-09 15:23:03",0.77511,1,hs3434
7940,13466821,"Alvin Chai Zhi Yu","2025-03-13 07:46:35",0.77511,3,alvinchaizhiyu
7941,1678747,"Peter R.","2025-03-09 16:05:20",0.77511,1,peterroh
7942,13466950,Madlion187,"2025-03-09 16:22:11",0.77511,4,madlion187
7943,13466992,"Anton Koksharov","2025-03-09 16:22:42",0.77511,3,mranton07
7944,13467100,"Rob Koroshetz","2025-03-09 16:53:14",0.77511,1,robkoroshetz
7945,13467221,"WEI ZHI NG","2025-03-09 17:31:24",0.77511,2,weizhing
7946,13467280,Edumagomes,"2025-03-09 17:51:11",0.77511,1,edumagomes
7947,13467293,yu-anono,"2025-03-09 18:11:52",0.77511,2,yuanono
7948,13467483,"Abir Hosen Ashik","2025-03-16 18:20:28",0.77511,8,abirhosenashik
7949,13458598,MCerep,"2025-03-09 19:31:36",0.77511,9,mcerep
7950,13467026,"Haruna Taratibu","2025-03-09 19:23:01",0.77511,2,harunataratibu
7951,13467591,"Anthony Alepra #2","2025-03-09 19:37:14",0.77511,1,alepra27
7952,13467199,"Hassin Arman","2025-03-09 20:20:24",0.77511,7,hassinarman
7953,13467833,"Zhou Bowen233","2025-03-09 21:28:40",0.77511,1,zhoubowen233
7954,13467842,"Adrian Halat","2025-03-09 21:33:21",0.77511,1,adrianhalat
7955,13468000,"Olivia He","2025-03-09 22:45:34",0.77511,1,oliviaxhe
7956,13468025,runoxinabox,"2025-03-09 22:54:24",0.77511,1,runxuanjiang
7957,13468077,"Trevor Byrom","2025-03-09 23:14:38",0.77511,1,trevorbyrom
7958,13468306,"HanSig Kim","2025-03-10 01:08:43",0.77511,1,hansigkim
7959,13468371,"Kevin Rupe","2025-03-10 02:36:29",0.77511,2,kevinrupe
7960,13468437,"Michael Ilyin","2025-03-10 02:01:03",0.77511,1,michae1ilyin
7961,13468453,sjkim8627,"2025-03-10 02:05:26",0.77511,1,sjkim8627
7962,13270105,MalaikaHayat,"2025-03-17 18:37:16",0.77511,5,malaikahayat
7963,13468593,djzxy0906,"2025-03-10 02:48:37",0.77511,1,djzxy0906
7964,13468630,mericles,"2025-03-10 02:58:35",0.77511,1,mericles
7965,13468633,"lin liuqing","2025-03-10 02:59:32",0.77511,1,linliuqing
7966,13468656,"lee shujiang","2025-03-10 03:06:38",0.77511,1,leeshujiang
7967,13468731,"Xin Zhao #2","2025-03-10 09:55:51",0.77511,2,xinzhao5779
7968,13468988,Galaxnyte,"2025-03-10 05:06:05",0.77511,3,galaxnyte
7969,13250400,"zitao qing","2025-03-10 05:01:47",0.77511,3,zitaoqing
7970,13394786,中島　博士,"2025-03-13 14:39:44",0.77511,9,owaranainatsunipg
7971,13469129,"Jephthah Osei Kwaku Oppong","2025-03-10 05:41:50",0.77511,1,jephthahoppong
7972,13469237,"Adarsh Maurya don","2025-03-10 06:07:35",0.77511,1,adarshmauryadon
7973,13469400,"Danila Axyonov","2025-03-10 06:41:07",0.77511,1,danilaaxyonov
7974,13469441,BessiePei,"2025-03-10 12:34:41",0.77511,2,bessiepei2023
7975,13469591,Psychopath233,"2025-03-10 07:03:20",0.77511,1,psychopath233
7976,13469713,Tawashiman,"2025-03-10 07:17:25",0.77511,1,tawashiman
7977,13469745,"Seojin Park #2","2025-03-10 07:17:31",0.77511,1,seojinp
7978,13469748,"Mugume Moses","2025-03-10 07:17:48",0.77511,1,mugumemoses
7979,13469809,d3ed0c,"2025-03-10 07:27:36",0.77511,1,d3ed0c
7980,13469801,Zeidhwaz,"2025-03-10 07:38:56",0.77511,3,zeidhwazeer
7981,13469817,estelle112,"2025-03-10 07:30:33",0.77511,1,estelle112
7982,13469964,"K P","2025-03-10 07:59:34",0.77511,1,kpdatasets
7983,13470007,ProtoXZ,"2025-03-10 08:10:37",0.77511,1,protoxz
7984,13470014,BahramKhan,"2025-03-10 08:25:16",0.77511,2,bahramkhan1820
7985,13470048,"SANDEE CHOPPADOO","2025-03-10 08:19:52",0.77511,1,sandeechoppadoo
7986,13470052,"Wichaya Laosiriwattana","2025-03-10 08:29:37",0.77511,2,wichayalaos
7987,13470061,Jirayut2212,"2025-03-10 08:21:05",0.77511,1,jirayut2212
7988,13470063,"PHANNARIN BOONSANG","2025-03-10 08:21:13",0.77511,1,phannarinboonsang
7989,13470065,LAPWATCHARA,"2025-03-10 08:21:20",0.77511,1,lapwatchara
7990,13470066,"BANNAKIT ARAMMUANG","2025-03-10 08:21:21",0.77511,1,bannakitarammuang
7991,13470073,SupatipanNon,"2025-03-10 08:22:23",0.77511,1,supatipannon
7992,13470076,"CHOTIWIT AUMPIN","2025-03-10 08:22:56",0.77511,1,chotiwitaumpin
7993,13470083,Mr.Null68,"2025-03-10 08:23:35",0.77511,1,mrnull68
7994,13470084,"Alina Aliaskerova","2025-03-10 08:23:39",0.77511,1,aliaskea
7995,13470127,"CHOMTAWAN RUKTHONG","2025-03-10 08:28:27",0.77511,1,chomtawanrukthong
7996,13470129,SanRat,"2025-03-10 08:28:56",0.77511,1,sanrat
7997,13470149,300877-ณัฐริกา,"2025-03-10 08:32:13",0.77511,1,nattharikaadam
7998,13470217,fenrisku,"2025-03-28 09:16:07",0.77511,6,fenrisku
7999,13470289,"Renuka Phandey","2025-03-16 15:33:54",0.77511,6,renukaphandey
8000,13470291,JamesZhuFly,"2025-03-10 11:01:28",0.77511,3,jameszhufly
8001,13470336,yunyunpupu,"2025-03-10 08:59:10",0.77511,1,yunyunpupu
8002,13470406,"Lê Minh Khuê","2025-03-10 09:11:45",0.77511,1,lemonpro
8003,13470515,onenursik,"2025-03-10 09:30:23",0.77511,1,onenursik
8004,13427468,"Zhaina Yerzhanova","2025-03-10 19:10:08",0.77511,11,zhainayerzhanova
8005,13470204,"Xiwen L","2025-03-10 09:51:54",0.77511,2,anian7
8006,13470704,Banusha,"2025-03-10 10:27:03",0.77511,3,kbanusha20
8007,13449815,Giovanni8k,"2025-03-10 11:21:44",0.77511,3,giovanni8k
8008,13470924,Aditya_ML_25,"2025-03-10 10:57:54",0.77511,1,adityaml25
8009,13470940,"Patrick Anstey","2025-03-10 11:01:11",0.77511,1,patrickanstey
8010,12407796,"Zhaniya Yeleussiz","2025-03-10 11:46:24",0.77511,4,zhaniyayeleussiz
8011,13471120,"Rahul Kumar #28","2025-03-10 11:42:30",0.77511,1,rahulthakur2210
8012,13471137,Konamill,"2025-03-21 14:53:10",0.77511,10,konamill
8013,13471386,"SHIV SHANKAR S","2025-03-10 12:37:26",0.77511,1,shivshankarsajeev
8014,13471388,l4rrrk,"2025-03-10 12:37:44",0.77511,1,l4rrrk
8015,13471535,"Soumili Jana Ghosh","2025-03-10 13:05:12",0.77511,1,soumilijanaghosh
8016,13471550,"Letitia Chang 1997","2025-03-10 13:08:17",0.77511,1,letitiachang1997
8017,13421742,"Agneya Jaiswal","2025-03-10 13:16:10",0.77511,1,agneya97
8018,13471559,"Crowned Traitor","2025-03-10 13:25:39",0.77511,10,crownedtraitor
8019,13471688,Evy121,"2025-03-11 04:48:09",0.77511,4,evy121
8020,13471918,"mahmoud #3","2025-03-10 14:27:01",0.77511,1,bandito20
8021,13471952,"Michael Spirit","2025-03-10 14:33:40",0.77511,1,michaelspirit
8022,13472013,"Alireza Razavinia","2025-03-10 14:47:35",0.77511,1,alirezarazavinia
8023,13262211,"Samuel Kertés","2025-03-29 11:52:37",0.77511,5,samuelkerts
